Institute,Course,Quota,Candidate Category,Min_Rank,Max_Rank,Count,Percentile_40,Most_Probable_Round
"SHIMOGA INST. OF MEDICAL SCI., SHIMOGA, SAGAR ROAD, MCGANN HOSPITAL CAMPUS, SHIVAMOGGA, Karnataka, 577201",MBBS,All India,OBC,4590,16904,11,15896.8,R2
"SHIMOGA INST. OF MEDICAL SCI., SHIMOGA, SAGAR ROAD, MCGANN HOSPITAL CAMPUS, SHIVAMOGGA, Karnataka, 577201",MBBS,All India,SC,67982,116605,6,15896.8,R3
"SHIMOGA INST. OF MEDICAL SCI., SHIMOGA, SAGAR ROAD, MCGANN HOSPITAL CAMPUS, SHIVAMOGGA, Karnataka, 577201",MBBS,All India,SC PwD,610028,610028,1,15896.8,R1
"SHIMOGA INST. OF MEDICAL SCI., SHIMOGA, SAGAR ROAD, MCGANN HOSPITAL CAMPUS, SHIVAMOGGA, Karnataka, 577201",MBBS,All India,ST,62370,130243,3,15896.8,R1
"SHIMOGA INST. OF MEDICAL SCI., SHIMOGA, SAGAR ROAD, MCGANN HOSPITAL CAMPUS, SHIVAMOGGA, Karnataka, 577201",MBBS,All India,ST PwD,878708,878708,1,15896.8,R1
"SHKM GMC, Nalhar, Mewat, Haryana, THE DIRECTOR, SHAHEED HASAN KHAN, MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107, Haryana, 122107",MBBS,All India,EWS,13133,15299,3,12819.000000000002,R3
"SHKM GMC, Nalhar, Mewat, Haryana, THE DIRECTOR, SHAHEED HASAN KHAN, MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107, Haryana, 122107",MBBS,All India,General,8577,12348,9,12819.000000000002,R3
"SHKM GMC, Nalhar, Mewat, Haryana, THE DIRECTOR, SHAHEED HASAN KHAN, MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107, Haryana, 122107",MBBS,All India,OBC,10644,14754,8,12819.000000000002,R2
"SHKM GMC, Nalhar, Mewat, Haryana, THE DIRECTOR, SHAHEED HASAN KHAN, MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107, Haryana, 122107",MBBS,All India,OBC PwD,751381,759347,2,12819.000000000002,R1
"SHKM GMC, Nalhar, Mewat, Haryana, THE DIRECTOR, SHAHEED HASAN KHAN, MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107, Haryana, 122107",MBBS,All India,SC,42892,86153,5,12819.000000000002,R2
"SHKM GMC, Nalhar, Mewat, Haryana, THE DIRECTOR, SHAHEED HASAN KHAN, MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107, Haryana, 122107",MBBS,All India,ST,105554,125553,3,12819.000000000002,R1
"SHRI ATAL BIHARI VAJPAYEE GOVERNMEN T MEDICAL COLLEGE, CHHAINSA, FARIDABAD, Shri Atal Bihari Vajpayee Government Medical College Chhainsa Faridabad, Haryana, 121004",MBBS,All India,EWS,8090,16009,3,11609.800000000001,R2
"SHRI ATAL BIHARI VAJPAYEE GOVERNMEN T MEDICAL COLLEGE, CHHAINSA, FARIDABAD, Shri Atal Bihari Vajpayee Government Medical College Chhainsa Faridabad, Haryana, 121004",MBBS,All India,General,5706,13966,10,11609.800000000001,R2
"SHRI ATAL BIHARI VAJPAYEE GOVERNMEN T MEDICAL COLLEGE, CHHAINSA, FARIDABAD, Shri Atal Bihari Vajpayee Government Medical College Chhainsa Faridabad, Haryana, 121004",MBBS,All India,OBC,8334,14772,6,11609.800000000001,R2
"SHRI ATAL BIHARI VAJPAYEE GOVERNMEN T MEDICAL COLLEGE, CHHAINSA, FARIDABAD, Shri Atal Bihari Vajpayee Government Medical College Chhainsa Faridabad, Haryana, 121004",MBBS,All India,SC,49011,91386,4,11609.800000000001,R3
"SHRI ATAL BIHARI VAJPAYEE GOVERNMEN T MEDICAL COLLEGE, CHHAINSA, FARIDABAD, Shri Atal Bihari Vajpayee Government Medical College Chhainsa Faridabad, Haryana, 121004",MBBS,All India,ST,123602,123602,1,11609.800000000001,R3
"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE, Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",MBBS,All India,EWS,17453,19644,3,17362.0,R3
"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE, Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",MBBS,All India,General,8371,18032,6,17362.0,R1
"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE, Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",MBBS,All India,OBC,9623,19149,13,17362.0,R3
"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE, Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",MBBS,All India,SC,98918,107330,3,17362.0,R3
"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE, Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",MBBS,All India,SC PwD,1028453,1317661,2,17362.0,R1
"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE, Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",MBBS,All India,ST,129741,132913,2,17362.0,R3
"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE, Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",MBBS,All India,ST PwD,984561,984561,1,17362.0,R1
"SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR, Shri Kalyan Govt. Medical College, Bajaj Gram, Sanwali, NH 8 A, Sikar 332001, Rajasthan, 332001",MBBS,All India,EWS,6783,11883,2,9315.2,R1
"SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR, Shri Kalyan Govt. Medical College, Bajaj Gram, Sanwali, NH 8 A, Sikar 332001, Rajasthan, 332001",MBBS,All India,General,5187,9422,5,9315.2,R1
"SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR, Shri Kalyan Govt. Medical College, Bajaj Gram, Sanwali, NH 8 A, Sikar 332001, Rajasthan, 332001",MBBS,All India,OBC,2514,9710,10,9315.2,R2
"SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR, Shri Kalyan Govt. Medical College, Bajaj Gram, Sanwali, NH 8 A, Sikar 332001, Rajasthan, 332001",MBBS,All India,OBC PwD,79201,669645,3,9315.2,R1
"SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR, Shri Kalyan Govt. Medical College, Bajaj Gram, Sanwali, NH 8 A, Sikar 332001, Rajasthan, 332001",MBBS,All India,SC,34596,71568,6,9315.2,R1
"SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR, Shri Kalyan Govt. Medical College, Bajaj Gram, Sanwali, NH 8 A, Sikar 332001, Rajasthan, 332001",MBBS,All India,ST,66724,66724,1,9315.2,R1
"SILCHAR MEDICAL COLLEGE, SILCHER, PO Silchar Medical College, Silchar, Assam, 788014",MBBS,All India,EWS,8126,20877,3,20886.0,R1
"SILCHAR MEDICAL COLLEGE, SILCHER, PO Silchar Medical College, Silchar, Assam, 788014",MBBS,All India,General,7616,22596,8,20886.0,R1
"SILCHAR MEDICAL COLLEGE, SILCHER, PO Silchar Medical College, Silchar, Assam, 788014",MBBS,All India,OBC,14736,22753,9,20886.0,R3
"SILCHAR MEDICAL COLLEGE, SILCHER, PO Silchar Medical College, Silchar, Assam, 788014",MBBS,All India,OBC PwD,887069,887069,1,20886.0,R1
"SILCHAR MEDICAL COLLEGE, SILCHER, PO Silchar Medical College, Silchar, Assam, 788014",MBBS,All India,SC,48117,105580,4,20886.0,R1
"SILCHAR MEDICAL COLLEGE, SILCHER, PO Silchar Medical College, Silchar, Assam, 788014",MBBS,All India,SC PwD,1219805,1219805,1,20886.0,R1
"SILCHAR MEDICAL COLLEGE, SILCHER, PO Silchar Medical College, Silchar, Assam, 788014",MBBS,All India,ST,99762,110341,3,20886.0,R2
"SJP Medical College, Bharatpur, Rampura, NH-21, Sever Road, Bharatpur, Raja sthan, Rajasthan, 321001",MBBS,All India,EWS,9504,12514,4,11539.2,R2
"SJP Medical College, Bharatpur, Rampura, NH-21, Sever Road, Bharatpur, Raja sthan, Rajasthan, 321001",MBBS,All India,EWS PwD,927356,927356,1,11539.2,R1
"SJP Medical College, Bharatpur, Rampura, NH-21, Sever Road, Bharatpur, Raja sthan, Rajasthan, 321001",MBBS,All India,General,6253,10890,6,11539.2,R2
"SJP Medical College, Bharatpur, Rampura, NH-21, Sever Road, Bharatpur, Raja sthan, Rajasthan, 321001",MBBS,All India,OBC,9110,12273,12,11539.2,R3
"SJP Medical College, Bharatpur, Rampura, NH-21, Sever Road, Bharatpur, Raja sthan, Rajasthan, 321001",MBBS,All India,OBC PwD,880882,880882,1,11539.2,R2
"SJP Medical College, Bharatpur, Rampura, NH-21, Sever Road, Bharatpur, Raja sthan, Rajasthan, 321001",MBBS,All India,SC,51923,80273,6,11539.2,R1
"SJP Medical College, Bharatpur, Rampura, NH-21, Sever Road, Bharatpur, Raja sthan, Rajasthan, 321001",MBBS,All India,SC PwD,1171506,1171506,1,11539.2,R1
"SJP Medical College, Bharatpur, Rampura, NH-21, Sever Road, Bharatpur, Raja sthan, Rajasthan, 321001",MBBS,All India,ST,78408,94665,3,11539.2,R1
"SKIMS Medical College, Bemina, Srinagar, SKIMS MC BEMINA, SRINAGAR, JAMMU KASHMIR, Jammu And Kashmir, 190018",MBBS,All India,EWS,12794,14193,3,13317.800000000001,R1
"SKIMS Medical College, Bemina, Srinagar, SKIMS MC BEMINA, SRINAGAR, JAMMU KASHMIR, Jammu And Kashmir, 190018",MBBS,All India,General,3224,12005,11,13317.800000000001,R1
"SKIMS Medical College, Bemina, Srinagar, SKIMS MC BEMINA, SRINAGAR, JAMMU KASHMIR, Jammu And Kashmir, 190018",MBBS,All India,OBC,15699,18618,6,13317.800000000001,R3
"SKIMS Medical College, Bemina, Srinagar, SKIMS MC BEMINA, SRINAGAR, JAMMU KASHMIR, Jammu And Kashmir, 190018",MBBS,All India,SC,58576,105505,6,13317.800000000001,R3
"SKIMS Medical College, Bemina, Srinagar, SKIMS MC BEMINA, SRINAGAR, JAMMU KASHMIR, Jammu And Kashmir, 190018",MBBS,All India,ST,48659,53135,4,13317.800000000001,R1
"SLBS Govt. Medical College, Mandi, Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",MBBS,All India,EWS,6335,11521,5,26042.4,R2
"SLBS Govt. Medical College, Mandi, Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",MBBS,All India,General,5226,7445,9,26042.4,R1
"SLBS Govt. Medical College, Mandi, Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",MBBS,All India,OBC,6585,10095,6,26042.4,R2
"SLBS Govt. Medical College, Mandi, Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",MBBS,All India,SC,23800,69874,8,26042.4,R1
"SLBS Govt. Medical College, Mandi, Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",MBBS,All India,ST,65591,81075,2,26042.4,R1
"SLBS Govt. Medical College, Mandi, Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",MBBS,Employees State Insurance Scheme(ESI),EWS,23483,40627,9,26042.4,R1
"SLBS Govt. Medical College, Mandi, Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",MBBS,Employees State Insurance Scheme(ESI),General,15680,34287,7,26042.4,R1
"SLBS Govt. Medical College, Mandi, Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",MBBS,Employees State Insurance Scheme(ESI),OBC,11351,35441,13,26042.4,R1
"SLBS Govt. Medical College, Mandi, Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",MBBS,Employees State Insurance Scheme(ESI),SC,73985,165690,7,26042.4,R1
"SLBS Govt. Medical College, Mandi, Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",MBBS,Employees State Insurance Scheme(ESI),ST,341661,372773,2,26042.4,R1
"SOBAN SINGH JEENA GOVERNMEN T INSTITUTE OF MEDICAL SCIENCE & RESEARCH, ALMORA, Nea r Vikas Bhawan Pandeykhola Almora, Uttarakhand, 263601",MBBS,All India,EWS,16986,19690,2,15013.6,R2
"SOBAN SINGH JEENA GOVERNMEN T INSTITUTE OF MEDICAL SCIENCE & RESEARCH, ALMORA, Nea r Vikas Bhawan Pandeykhola Almora, Uttarakhand, 263601",MBBS,All India,General,7921,16052,13,15013.6,R3
"SOBAN SINGH JEENA GOVERNMEN T INSTITUTE OF MEDICAL SCIENCE & RESEARCH, ALMORA, Nea r Vikas Bhawan Pandeykhola Almora, Uttarakhand, 263601",MBBS,All India,OBC,10447,18681,10,15013.6,R3
"SOBAN SINGH JEENA GOVERNMEN T INSTITUTE OF MEDICAL SCIENCE & RESEARCH, ALMORA, Nea r Vikas Bhawan Pandeykhola Almora, Uttarakhand, 263601",MBBS,All India,SC,78597,103369,3,15013.6,R3
"SOBAN SINGH JEENA GOVERNMEN T INSTITUTE OF MEDICAL SCIENCE & RESEARCH, ALMORA, Nea r Vikas Bhawan Pandeykhola Almora, Uttarakhand, 263601",MBBS,All India,ST,106631,128126,2,15013.6,R2
"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARP UR, UMANAG AR MUZAFFARP UR, Bihar, 842004",MBBS,All India,EWS,12640,16721,5,14531.0,R2
"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARP UR, UMANAG AR MUZAFFARP UR, Bihar, 842004",MBBS,All India,General,9570,15676,6,14531.0,R1
"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARP UR, UMANAG AR MUZAFFARP UR, Bihar, 842004",MBBS,All India,OBC,7545,16943,9,14531.0,R1
"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARP UR, UMANAG AR MUZAFFARP UR, Bihar, 842004",MBBS,All India,OBC PwD,591909,591909,1,14531.0,R1
"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARP UR, UMANAG AR MUZAFFARP UR, Bihar, 842004",MBBS,All India,SC,77729,100205,4,14531.0,R2
"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARP UR, UMANAG AR MUZAFFARP UR, Bihar, 842004",MBBS,All India,ST,135028,135028,1,14531.0,R3
"SRI LALITHAMBIG AI MEDICAL COLLEGE & HOSPITAL, Fa culty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada, Tamil Nadu, 600095",MBBS,Deemed/Paid Seats Quota,EWS,250854,605560,4,382865.6000000001,R1
"SRI LALITHAMBIG AI MEDICAL COLLEGE & HOSPITAL, Fa culty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada, Tamil Nadu, 600095",MBBS,Deemed/Paid Seats Quota,General,115483,617590,47,382865.6000000001,R1
"SRI LALITHAMBIG AI MEDICAL COLLEGE & HOSPITAL, Fa culty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada, Tamil Nadu, 600095",MBBS,Deemed/Paid Seats Quota,OBC,125596,611945,82,382865.6000000001,R1
"SRI LALITHAMBIG AI MEDICAL COLLEGE & HOSPITAL, Fa culty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada, Tamil Nadu, 600095",MBBS,Deemed/Paid Seats Quota,SC,195695,613710,17,382865.6000000001,R1
"SRI LALITHAMBIG AI MEDICAL COLLEGE & HOSPITAL, Fa culty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada, Tamil Nadu, 600095",MBBS,Deemed/Paid Seats Quota,ST,583636,589013,2,382865.6000000001,R1
"SRI LALITHAMBIG AI MEDICAL COLLEGE & HOSPITAL, Fa culty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada, Tamil Nadu, 600095",MBBS,Non-Resident Indian,EWS,732439,732439,1,382865.6000000001,R3
"SRI LALITHAMBIG AI MEDICAL COLLEGE & HOSPITAL, Fa culty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada, Tamil Nadu, 600095",MBBS,Non-Resident Indian,General,710175,819895,2,382865.6000000001,R3
"SRI LALITHAMBIG AI MEDICAL COLLEGE & HOSPITAL, Fa culty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada, Tamil Nadu, 600095",MBBS,Non-Resident Indian,OBC,638572,1395905,20,382865.6000000001,R3
"SRM Dental College, Chennai, SRM DENTAL COLLEGE, BHARATHI SALAI, RAMAPURAM, CHENNAI - 89, Tamil Nadu, 600089",BDS,Deemed/Paid Seats Quota,General,117178,870670,25,566532.4,R1
"SRM Dental College, Chennai, SRM DENTAL COLLEGE, BHARATHI SALAI, RAMAPURAM, CHENNAI - 89, Tamil Nadu, 600089",BDS,Deemed/Paid Seats Quota,OBC,179484,883250,71,566532.4,R1
"SRM Dental College, Chennai, SRM DENTAL COLLEGE, BHARATHI SALAI, RAMAPURAM, CHENNAI - 89, Tamil Nadu, 600089",BDS,Deemed/Paid Seats Quota,SC,249883,882914,12,566532.4,R1
"SRM Dental College, Chennai, SRM DENTAL COLLEGE, BHARATHI SALAI, RAMAPURAM, CHENNAI - 89, Tamil Nadu, 600089",BDS,Deemed/Paid Seats Quota,ST,693947,693947,1,566532.4,R1
"SRM Katt. Dental College and Hospt. Chennai, SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM, Tamil Nadu, 603203",BDS,Deemed/Paid Seats Quota,EWS,632536,974587,2,627731.0,R1
"SRM Katt. Dental College and Hospt. Chennai, SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM, Tamil Nadu, 603203",BDS,Deemed/Paid Seats Quota,General,93496,907428,31,627731.0,R1
"SRM Katt. Dental College and Hospt. Chennai, SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM, Tamil Nadu, 603203",BDS,Deemed/Paid Seats Quota,OBC,149813,980273,61,627731.0,R1
"SRM Katt. Dental College and Hospt. Chennai, SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM, Tamil Nadu, 603203",BDS,Deemed/Paid Seats Quota,SC,480001,957493,8,627731.0,R1
"SRM Katt. Dental College and Hospt. Chennai, SRM NAGAR POTHERI KATTANKULATHUR KANCHIPURAM, Tamil Nadu, 603203",BDS,Deemed/Paid Seats Quota,ST,566983,902899,4,627731.0,R1
"SRM Medical College and Hospital, Chennai, SRM MEDICAL COLLEGE HOSPITAL",MBBS,Deemed/Paid Seats Quota,General,192447,192447,1,192447.0,R1
"SRM Medical College and Hospital, Chennai, SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST, , Tamil Nadu, 603203",MBBS,Deemed/Paid Seats Quota,EWS,349180,592075,4,457895.60000000003,R1
"SRM Medical College and Hospital, Chennai, SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST, , Tamil Nadu, 603203",MBBS,Deemed/Paid Seats Quota,General,130329,637582,177,457895.60000000003,R1
"SRM Medical College and Hospital, Chennai, SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST, , Tamil Nadu, 603203",MBBS,Deemed/Paid Seats Quota,OBC,176570,631074,103,457895.60000000003,R1
"SRM Medical College and Hospital, Chennai, SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST, , Tamil Nadu, 603203",MBBS,Deemed/Paid Seats Quota,SC,327941,621289,15,457895.60000000003,R1
"SRM Medical College and Hospital, Chennai, SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST, , Tamil Nadu, 603203",MBBS,Deemed/Paid Seats Quota,ST,494097,565471,3,457895.60000000003,R1
"SRM Medical College and Hospital, Chennai, SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST, , Tamil Nadu, 603203",MBBS,Non-Resident Indian,General,717066,1065799,3,457895.60000000003,R1
"STANLEY MEDICAL COLLEGE, CHENNAI, No.1, Old Jail Road Chennai, Tamil Nadu, 600001",MBBS,All India,EWS,5953,11882,5,4586.4,R1
"STANLEY MEDICAL COLLEGE, CHENNAI, No.1, Old Jail Road Chennai, Tamil Nadu, 600001",MBBS,All India,General,1266,7114,23,4586.4,R2
"STANLEY MEDICAL COLLEGE, CHENNAI, No.1, Old Jail Road Chennai, Tamil Nadu, 600001",MBBS,All India,OBC,1256,9085,31,4586.4,R1
"STANLEY MEDICAL COLLEGE, CHENNAI, No.1, Old Jail Road Chennai, Tamil Nadu, 600001",MBBS,All India,OBC PwD,167866,457003,2,4586.4,R1
"STANLEY MEDICAL COLLEGE, CHENNAI, No.1, Old Jail Road Chennai, Tamil Nadu, 600001",MBBS,All India,SC,13358,54018,8,4586.4,R1
"STANLEY MEDICAL COLLEGE, CHENNAI, No.1, Old Jail Road Chennai, Tamil Nadu, 600001",MBBS,All India,SC PwD,578758,578758,1,4586.4,R1
"STANLEY MEDICAL COLLEGE, CHENNAI, No.1, Old Jail Road Chennai, Tamil Nadu, 600001",MBBS,All India,ST,49278,81472,4,4586.4,R1
"SUH Maulana Mahmood Hasan Medical College, Saharanpur, Ambala Road, Pilakhni, Saharanpur, Uttar Pradesh, 247001",MBBS,All India,EWS,14577,14577,1,11402.2,R2
"SUH Maulana Mahmood Hasan Medical College, Saharanpur, Ambala Road, Pilakhni, Saharanpur, Uttar Pradesh, 247001",MBBS,All India,General,6348,11368,5,11402.2,R2
"SUH Maulana Mahmood Hasan Medical College, Saharanpur, Ambala Road, Pilakhni, Saharanpur, Uttar Pradesh, 247001",MBBS,All India,OBC,8027,12698,11,11402.2,R1
"SUH Maulana Mahmood Hasan Medical College, Saharanpur, Ambala Road, Pilakhni, Saharanpur, Uttar Pradesh, 247001",MBBS,All India,SC,67467,90223,5,11402.2,R2
"SUH Maulana Mahmood Hasan Medical College, Saharanpur, Ambala Road, Pilakhni, Saharanpur, Uttar Pradesh, 247001",MBBS,All India,ST,103487,117101,3,11402.2,R1
"SVIMS - Sri Padmavathi Medical College for Women, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )",MBBS,All India,EWS,17541,25590,4,20688.0,R1
"SVIMS - Sri Padmavathi Medical College for Women, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )",MBBS,All India,EWS PwD,1105329,1105329,1,20688.0,R2
"SVIMS - Sri Padmavathi Medical College for Women, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )",MBBS,All India,General,14088,21154,9,20688.0,R3
"SVIMS - Sri Padmavathi Medical College for Women, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )",MBBS,All India,General PwD,622979,622979,1,20688.0,R1
"SVIMS - Sri Padmavathi Medical College for Women, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )",MBBS,All India,OBC,16287,22371,10,20688.0,R3
"SVIMS - Sri Padmavathi Medical College for Women, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )",MBBS,All India,OBC PwD,784572,784572,1,20688.0,R1
"SVIMS - Sri Padmavathi Medical College for Women, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )",MBBS,All India,SC,98209,127213,5,20688.0,R1
"SVIMS - Sri Padmavathi Medical College for Women, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507 (Female Seat only )",MBBS,All India,ST,115648,143192,3,20688.0,R2
"SWAMI RAMANAND TiRTH RURAL M.C, AMBAJO GAI, SWAMI RAMNAND TEERTH RURAL GOVERNMEN T MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHT RA PIN- 431517, Maharashtra, 431517",MBBS,All India,EWS,17931,20061,3,19140.4,R3
"SWAMI RAMANAND TiRTH RURAL M.C, AMBAJO GAI, SWAMI RAMNAND TEERTH RURAL GOVERNMEN T MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHT RA PIN- 431517, Maharashtra, 431517",MBBS,All India,GNYes,678501,678501,1,19140.4,R3
"SWAMI RAMANAND TiRTH RURAL M.C, AMBAJO GAI, SWAMI RAMNAND TEERTH RURAL GOVERNMEN T MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHT RA PIN- 431517, Maharashtra, 431517",MBBS,All India,General,16431,19200,5,19140.4,R3
"SWAMI RAMANAND TiRTH RURAL M.C, AMBAJO GAI, SWAMI RAMNAND TEERTH RURAL GOVERNMEN T MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHT RA PIN- 431517, Maharashtra, 431517",MBBS,All India,OBC,13355,19303,11,19140.4,R3
"SWAMI RAMANAND TiRTH RURAL M.C, AMBAJO GAI, SWAMI RAMNAND TEERTH RURAL GOVERNMEN T MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHT RA PIN- 431517, Maharashtra, 431517",MBBS,All India,OBC PwD,749440,848842,3,19140.4,R1
"SWAMI RAMANAND TiRTH RURAL M.C, AMBAJO GAI, SWAMI RAMNAND TEERTH RURAL GOVERNMEN T MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHT RA PIN- 431517, Maharashtra, 431517",MBBS,All India,SC,76815,111405,6,19140.4,R1
"SWAMI RAMANAND TiRTH RURAL M.C, AMBAJO GAI, SWAMI RAMNAND TEERTH RURAL GOVERNMEN T MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHT RA PIN- 431517, Maharashtra, 431517",MBBS,All India,ST,124564,124564,1,19140.4,R2
"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Deemed/Paid Seats Quota,EWS,35022,53199,5,38220.0,R1
"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Deemed/Paid Seats Quota,General,16839,53248,141,38220.0,R1
"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Deemed/Paid Seats Quota,OBC,25163,51282,23,38220.0,R1
"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Non-Resident Indian,EWS,531875,578578,2,38220.0,R1
"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Non-Resident Indian,General,318970,664001,18,38220.0,R1
